,Review,Sentimen,Aspek_Kategori,classified,Label_Aspek,Label_Sen,Review_Bersih,review_stemmed
535,Berjejer makanan yg siap mengisi perut anda.,netral,fasilitas,fasilitas,1,0,berjejer makanan yang siap mengisi perut anda,jejer makan yang siap isi perut anda
536,salah satu pantai di bali yang wajib dikunjungi.,positif,serbaneka,serbaneka,4,1,salah satu pantai bali yang wajib dikunjungi,salah satu pantai bal yang wajib kunjung
537,pantai bersih,positif,lokasi,lokasi,2,1,pantai bersih,pantai bersih
538,pemandangan bagus.,positif,suasana,suasana,3,1,pemandangan bagus,pandang bagus
539,banyak penjual makanan dan souvenir disekitar pantai.,netral,fasilitas,fasilitas,1,0,banyak penjual makanan souvenir disekitar pantai,banyak jual makan souvenir sekitar pantai
540,Pantai ini memang cocok untuk menikmati pemandangan matahari terbenam,positif,suasana,suasana,3,1,pantai memang cocok untuk menikmati pemandangan matahari terbenam,pantai memang cocok untuk nikmat pandang matahari benam
541,lokasi yang mudah dijangkau,positif,lokasi,lokasi,2,1,lokasi yang mudah dijangkau,lokasi yang mudah jangkau
542,ramai membuat sampah berserakan,negatif,lokasi,lokasi,2,2,ramai membuat sampah berserakan,ramai buat sampah sera
543,menurut saya pantai kuta adalah pantai yg paling bnyk pengunjung nya krn berada di kota,netral,serbaneka,serbaneka,4,0,menurut saya pantai kuta adalah pantai yang paling banyak pengunjung karena berada kota,turut saya pantai kuta adalah pantai yang paling banyak unjung karena ada kota
544,kombinasi yg bagus bl anda menginginkan pemandangan sunset dan keramaian.,positif,suasana,suasana,3,1,kombinasi yang bagus bila anda menginginkan pemandangan matahari tenggelam keramaian,kombinasi yang bagus bila anda ingin pandang matahari tenggelam ramai
545,setelah selesai berburu sunset anda bs melihat gemerlap nya daerah kuta pd malam hari.,positif,suasana,suasana,3,1,setelah selesai berburu matahari tenggelam anda bisa melihat gemerlap daerah kuta pada malam hari,telah selesai buru matahari tenggelam anda bisa lihat gemerlap daerah kuta pada malam hari
546,Semua org yg ke bali pasti tujuan kesini,negatif,serbaneka,serbaneka,4,2,semua orang yang bali pasti tujuan kesini,semua orang yang bal pasti tuju kesini
547,ga sesuai harapan pantai nya kotor banyak sampah,negatif,lokasi,lokasi,2,2,tidak_sesuai harapan pantai kotor banyak sampah,tidak sesuai harap pantai kotor banyak sampah
548,disini tempat terbaik buat sunset,positif,suasana,suasana,3,1,disini tempat terbaik buat matahari tenggelam,sini tempat baik buat matahari tenggelam
549,"waktu ke kuta, kondisi air pantai berwarna kehitaman.",negatif,lokasi,lokasi,2,2,waktu kuta kondisi pantai berwarna kehitaman,waktu kuta kondisi pantai warna hitam
550,padahal pantainya sangat luas dan indah kalau dijaga kebersihannya.,netral,lokasi,lokasi,2,0,padahal pantainya sangat luas indah kalau dijaga kebersihannya,padahal pantai sangat luas indah kalau jaga bersih
551,"pantai kuta sekarang sudah berkurang peminatnya, karna memang sudah terlalu mainstream.",netral,serbaneka,serbaneka,4,0,pantai kuta sekarang sudah berkurang peminatnya karena memang sudah terlalu mainstream,pantai kuta sekarang sudah kurang minat karena memang sudah terlalu mainstream
552,pantainya juga biasa aja,netral,lokasi,lokasi,2,0,pantainya juga biasa saja,pantai juga biasa saja
553,terlalu banyak penjual yang nawarain bikin tatoo,negatif,fasilitas,fasilitas,1,2,terlalu banyak penjual yang nawarain membuat tatoo,terlalu banyak jual yang nawarain buat tatoo
554,Pantai yang cantik dan pasir yang memutih,positif,lokasi,lokasi,2,1,pantai yang cantik pasir yang memutih,pantai yang cantik pasir yang mutih
555,penuh dengan pengunjung.,netral,suasana,suasana,3,0,penuh dengan pengunjung,penuh dengan unjung
556,Kebanyakannya warga asing yang bersantai sambil menikmati minuman sejuk yang dijual peniaga warga tempatan.,netral,serbaneka,serbaneka,4,0,kebanyakannya warga asing yang bersantai sambil menikmati minuman sejuk yang dijual peniaga warga tempatan,banyak warga asing yang santa sambil nikmat minum sejuk yang jual niaga warga tempat
557,"Terdapat banyak kedai jualan makanan, pakaian dan barang hiasan di sekitar Pantai Kuta ini.",netral,fasilitas,fasilitas,1,0,terdapat banyak kedai jualan makanan pakaian barang hiasan sekitar pantai kuta,dapat banyak kedai jual makan pakai barang hias sekitar pantai kuta
558,Jalan dipantai kuta berasa kaya di patong beach.,netral,serbaneka,serbaneka,4,0,jalan dipantai kuta berasa kaya patong beach,jalan pantai kuta asa kaya patong beach
559,ramai banyak yang jualan.,netral,suasana,suasana,3,0,ramai banyak yang jualan,ramai banyak yang jual
560,Ada mall,netral,lokasi,lokasi,2,0,mall,mall
561,crowded ya kl naik mbil macet.,negatif,suasana,suasana,3,2,ramai kalau naik mobil macet,ramai kalau naik mobil macet
562,Pantai nya bersih.,positif,lokasi,lokasi,2,1,pantai bersih,pantai bersih
563,Banyak turis yang berjemur di pinggir pantai.,netral,serbaneka,serbaneka,4,0,banyak turis yang berjemur pinggir pantai,banyak turis yang jemur pinggir pantai
564,Pasirnya putih.,netral,lokasi,lokasi,2,0,pasirnya putih,pasir putih
565,"Di sekitar pantai banyak bar, restaurant dan hotel yang bagus.",positif,lokasi,lokasi,2,1,sekitar pantai banyak restaurant hotel yang bagus,sekitar pantai banyak restaurant hotel yang bagus
566,Ceritanya saya dan istri menghabiskan malam tahun baru di pantai Kuta ,netral,serbaneka,serbaneka,4,0,ceritanya saya istri menghabiskan malam tahun baru pantai kuta,cerita saya istri habis malam tahun baru pantai kuta
567,sesampainya di sana suasana sudah ramai pengunjung yg ingin menikmati malam tahun baru ,netral,suasana,suasana,3,0,sesampainya sana suasana sudah ramai pengunjung yang ingin menikmati malam tahun baru,sampa sana suasana sudah ramai unjung yang ingin nikmat malam tahun baru
568,Disana sampai2 jalan pun susah karena desak2kan,negatif,suasana,serbaneka,3,2,disana sampai sampai jalan susah karena desakkan,sana sampai sampai jalan susah karena desak
569,semua terbayarkan sama keindahan pantai dan pesta kembang api disana,positif,serbaneka,serbaneka,4,1,semua terbayarkan sama keindahan pantai pesta kembang disana,semua bayar sama indah pantai pesta kembang sana
570,"Hari pertama kepantai kuta sore"" dan itu pantainya kotor banget.",negatif,lokasi,lokasi,2,2,hari pertama kepantai kuta sore pantainya kotor banget,hari pertama pantai kuta sore pantai kotor banget
571,"Tapi pas hari kedua ke pantai kuta lagi pagi"" banget sekitaran jam 6 pantainnya udah bersih dan jadinya bagus banget",positif,lokasi,lokasi,2,1,tapi hari kedua pantai kuta lagi pagi banget sekitaran pantainnya sudah bersih jadinya bagus banget,tapi hari dua pantai kuta lagi pagi banget sekitar pantainnya sudah bersih jadi bagus banget
572,tempat terbaik untuk melihat matahari terbenam,positif,suasana,suasana,3,1,tempat terbaik untuk melihat matahari terbenam,tempat baik untuk lihat matahari benam
573,fasilitas diluar pantai jg sangat lengkap,positif,fasilitas,fasilitas,1,1,fasilitas diluar pantai juga sangat lengkap,fasilitas luar pantai juga sangat lengkap
574,sayang tempatnya agak kotor,negatif,lokasi,lokasi,2,2,sayang tempatnya agak kotor,sayang tempat agak kotor
575,Suka sekali dipantai kuta.,positif,serbaneka,serbaneka,4,1,suka sekali dipantai kuta,suka sekali pantai kuta
576,Tak ada yg bisa kalah kan indahnya.,positif,serbaneka,serbaneka,4,1,tidak_ada yang bisa kalah indahnya,tidak ada yang bisa kalah indah
577,"Akses yg dekat kota, mudah dijangkau, dan tentunya ramah di kantong",positif,lokasi,lokasi,2,1,akses yang dekat kota mudah dijangkau tentunya ramah kantong,akses yang dekat kota mudah jangkau tentu ramah kantong
578,"waktu sya kesana sih pantai tidak terlalu ramai, cukup nyaman lah.",positif,suasana,suasana,3,1,waktu saya kesana pantai tidak_terlalu ramai cukup nyaman,waktu saya kesana pantai tidak terlalu ramai cukup nyaman
579,sayang kotor bgt yaaaa.,negatif,lokasi,lokasi,2,2,sayang kotor banget,sayang kotor banget
580,Pantai kuta dengan alasan apapun tetap menjadi primadona turis lokal dan mancanegara jika berkunjung ke bali.,positif,serbaneka,serbaneka,4,1,pantai kuta dengan alasan apapun tetap menjadi primadona turis lokal mancanegara jika berkunjung bali,pantai kuta dengan alas apa tetap jadi primadona turis lokal mancanegara jika kunjung bal
581,Waktu yang sangat telat di sore hari melihat dan menikmati matahari tenggelam.,netral,suasana,suasana,3,0,waktu yang sangat terlambat sore hari melihat menikmati matahari tenggelam,waktu yang sangat lambat sore hari lihat nikmat matahari tenggelam
582,Tetap ramai dikunjungi di bulan apapun tiap tahunnya,netral,suasana,suasana,3,0,tetap ramai dikunjungi bulan apapun tiap tahunnya,tetap ramai kunjung bulan apa tiap tahun
583,Pantainya bagus Indah bersih Bersama keluarga dan anak2 ,positif,lokasi,lokasi,2,1,pantainya bagus indah bersih bersama keluarga anak anak,pantai bagus indah bersih sama keluarga anak anak
584,Bermain di pantai Sambil melihat indahnya sunset,positif,suasana,suasana,3,1,bermain pantai sambil melihat indahnya matahari tenggelam,main pantai sambil lihat indah matahari tenggelam
585,Melepas lelah di sepanjang pantai ini begitu menyenangkan.,positif,suasana,suasana,3,1,melepas lelah sepanjang pantai begitu menyenangkan,lepas lelah panjang pantai begitu senang
586,Bertemu banyak turis manca negara.,netral,serbaneka,serbaneka,4,0,bertemu banyak turis manca negara,temu banyak turis manca negara
587,Petugas kebersihan terlihat bahu membahu membersihkan pinggiran pantai yang memang banyak sampah karena musim hujan.,netral,fasilitas,fasilitas,1,0,petugas kebersihan terlihat bahu membahu membersihkan pinggiran pantai yang memang banyak sampah karena musim hujan,tugas bersih lihat bahu bahu bersih pinggir pantai yang memang banyak sampah karena musim hujan
588,Tapi tetep aja pengen selalu ke sini.,positif,serbaneka,serbaneka,4,1,tapi tetap saja ingin selalu sini,tapi tetap saja ingin selalu sini
589,"Berkunjung kesini ramai di pagi dan siang hari, banyak turis asing berjemur",netral,suasana,suasana,3,0,berkunjung kesini ramai pagi siang hari banyak turis asing berjemur,kunjung kesini ramai pagi siang hari banyak turis asing jemur
590,"banyak juga yang berjualan disini, sperti Bir dan Kelapa Muda,",netral,fasilitas,fasilitas,1,0,banyak juga yang berjualan disini sperti kelapa muda,banyak juga yang jual sini sperti kelapa muda
591,Sekarang ramai sekali disana.,netral,suasana,suasana,3,0,sekarang ramai sekali disana,sekarang ramai sekali sana
592,Banyak banget turis.,netral,suasana,suasana,3,0,banyak banget turis,banyak banget turis
593,Pantai lumayan bersih.,positif,lokasi,lokasi,2,1,pantai lumayan bersih,pantai lumayan bersih
594,Dekat dengan cafe dan shop.,netral,fasilitas,fasilitas,1,0,dekat dengan cafe shop,dekat dengan cafe shop
595,"Buat yang suka sepi, tidak disarankan kesini deh, karna rame banget.",netral,suasana,suasana,3,0,buat yang suka sepi tidak_disarankan kesini karena ramai banget,buat yang suka sepi tidak saran kesini karena ramai banget
596,"Tapi buat yang ingin cuci mata liat cewek atau cowok bule, ini pantai cocok banget buat kalian para petualang.",positif,serbaneka,serbaneka,4,1,tapi buat yang ingin cuci mata lihat cewek atau cowok bule pantai cocok banget buat kalian para petualang,tapi buat yang ingin cuci mata lihat cewek atau cowok bule pantai cocok banget buat kalian para tualang
597,"Liburan kali ini tidak hanya sendiri, kali ini sy membawa kawan dari jakarta menuju bali mengunakan kereta api.",netral,serbaneka,serbaneka,4,0,liburan kali tidak_hanya sendiri kali saya membawa kawan dari jakarta menuju bali mengunakan kereta,libur kali tidak hanya sendiri kali saya bawa kawan dari jakarta tuju bal mengunakan kereta
598,perjalanan dari jkt di pasar senen menuju gubeng surabaya lalu sy melanjuti dengan kereta lg menuju banyuwangi.,netral,serbaneka,serbaneka,4,0,perjalanan dari jakarta pasar senen menuju gubeng surabaya lalu saya melanjuti dengan kereta lagi menuju banyuwangi,jalan dari jakarta pasar senen tuju gubeng surabaya lalu saya lanjut dengan kereta lagi tuju banyuwangi
599,setelah sampai banyuwangi sy naik bis yg menuju arah kutai bali.,netral,serbaneka,serbaneka,4,0,setelah sampai banyuwangi saya naik yang menuju arah kutai bali,telah sampai banyuwangi saya naik yang tuju arah kuta bal
600,perjalanan lumayan capek.,netral,serbaneka,serbaneka,4,0,perjalanan lumayan capek,jalan lumayan capek
601,"tp rasa capek sy hilang melihat teman"" yg tak sabar ingin melihat indahnya bali dan pesona lautnya yg begitu indah smpai tak terlupakan.",positif,suasana,suasana,3,1,tapi rasa capek saya hilang melihat teman yang tidak_sabar ingin melihat indahnya bali pesona lautnya yang begitu indah sampai tidak_terlupakan,tapi rasa capek saya hilang lihat teman yang tidak sabar ingin lihat indah bal pesona laut yang begitu indah sampai tidak lupa
602,Ini pantai selalu bikin kangen.,positif,serbaneka,serbaneka,4,1,pantai selalu membuat kangen,pantai selalu buat kangen
603,Ga pernah bisa lupa untuk absen ke pantai ini klo ke bali.,positif,serbaneka,serbaneka,4,1,tidak_pernah bisa lupa untuk absen pantai kalau bali,tidak pernah bisa lupa untuk absen pantai kalau bal
604,Sekarang kondisi nya lebih bersih.,positif,lokasi,lokasi,2,1,sekarang kondisi lebih bersih,sekarang kondisi lebih bersih
605,Yg berjualan pun semakin tertib.,positif,fasilitas,fasilitas,1,1,yang berjualan semakin tertib,yang jual makin tertib
606,Anak sy suka belajar surfing dgn mas dsana dalam setahun wajib minimal 1x absen ke pulau dewata ini.,positif,fasilitas,serbaneka,1,1,anak saya suka belajar berselancar dengan dsana dalam setahun wajib minimal absen pulau dewata,anak saya suka ajar selancar dengan dsana dalam tahun wajib minimal absen pulau dewata
607,"Oyaa jangan lupa jg sering2 liat jadwal di penangkaran turtle, sy n anak kebagian tuh ikut berpartisipasi melepas anak penyu di pantai kuta .",netral,fasilitas,fasilitas,1,0,jangan lupa juga sering sering lihat jadwal penangkaran penyu saya anak kebagian ikut berpartisipasi melepas anak penyu pantai kuta,jangan lupa juga sering sering lihat jadwal tangkar penyu saya anak bagi ikut partisipasi lepas anak penyu pantai kuta
608,"Seruuuu kegiatan yg bagus n mendidik bwt anak n kita jg yaa , jd tau klo penyu memang sangat perlu dilindungi",positif,serbaneka,serbaneka,4,1,seru kegiatan yang bagus mendidik buat anak kita juga jadi tahu kalau penyu memang sangat perlu dilindungi,seru giat yang bagus didik buat anak kita juga jadi tahu kalau penyu memang sangat perlu lindung
609,ga ada alasan kalau kamu ga kemari waktu di bali,positif,serbaneka,serbaneka,4,1,tidak_ada alasan kalau kamu tidak_kemari waktu bali,tidak ada alas kalau kamu tidak kemari waktu bal
610,pantai yang bersih ,positif,lokasi,lokasi,2,1,pantai yang bersih,pantai yang bersih
611,banyak wisatawan asing dan domestik,netral,serbaneka,serbaneka,4,0,banyak wisatawan asing domestik,banyak wisatawan asing domestik
612,"ditambah keramahan warga sekitar, membuat suasana bulan madu di bali menjadi lebih berkesan, ",positif,serbaneka,serbaneka,4,1,ditambah keramahan warga sekitar membuat suasana bulan madu bali menjadi lebih berkesan,tambah ramah warga sekitar buat suasana bulan madu bal jadi lebih kesan
613,ditambah lagi melihat keindahan sunset di pantai kuta,positif,suasana,suasana,3,1,ditambah lagi melihat keindahan matahari tenggelam pantai kuta,tambah lagi lihat indah matahari tenggelam pantai kuta
614,Kuta merupakan ikon bali tidak bisa di lepaskan dari pandangan wisatawan .,positif,serbaneka,serbaneka,4,1,kuta merupakan ikon bali tidak_bisa lepaskan dari pandangan wisatawan,kuta rupa ikon bal tidak bisa lepas dari pandang wisatawan
615,tapi sekarang kuta tidak seindah dahulu lagi .,negatif,lokasi,lokasi,2,2,tapi sekarang kuta tidak_seindah dahulu lagi,tapi sekarang kuta tidak indah dahulu lagi
616,sekarang pasir pantainya pun sudah mulai hitam dan kotor .,negatif,lokasi,lokasi,2,2,sekarang pasir pantainya sudah mulai hitam kotor,sekarang pasir pantai sudah mulai hitam kotor
617,mungkin karena banyak wisatawan juga .,negatif,serbaneka,serbaneka,4,2,mungkin karena banyak wisatawan juga,mungkin karena banyak wisatawan juga
618,tapi tetep pantai kuta merupakan destinasi yang harus di kinjungi apa lagi untuk yang pertama kali ke bali pasti pantai ke sini dulu .,netral,serbaneka,serbaneka,4,0,tapi tetap pantai kuta merupakan destinasi yang harus kinjungi lagi untuk yang pertama kali bali pasti pantai sini dahulu,tapi tetap pantai kuta rupa destinasi yang harus kinjungi lagi untuk yang pertama kali bal pasti pantai sini dahulu
619,dan yang paling indah dari pantai kuta adalah sunset nya,positif,suasana,suasana,3,1,yang paling indah dari pantai kuta adalah matahari tenggelam,yang paling indah dari pantai kuta adalah matahari tenggelam
620,"Salah satu destinasi pergantian Tahun adalah Bali, selain pantainya yang Indah, pantai Kuta memiliki pemandangan yang Indah dan Romantis di malah hari.",positif,suasana,suasana,3,1,salah satu destinasi pergantian tahun adalah bali selain pantainya yang indah pantai kuta memiliki pemandangan yang indah romantis bahkan hari,salah satu destinasi ganti tahun adalah bal selain pantai yang indah pantai kuta milik pandang yang indah romantis bahkan hari
621,Banyak wisatawan serta Lokal merayakan pergantian Tahun disini.,netral,serbaneka,serbaneka,4,0,banyak wisatawan serta lokal merayakan pergantian tahun disini,banyak wisatawan serta lokal raya ganti tahun sini
622,Luar biasa .,positif,serbaneka,serbaneka,4,1,luar biasa,luar biasa
623,Siapa yang gak tau dengan pantai kuta?,positif,serbaneka,serbaneka,4,1,siapa yang tidak_tahu dengan pantai kuta,siapa yang tidak tahu dengan pantai kuta
624,Sudah menjadi iconnya pantai di bali.,positif,serbaneka,serbaneka,4,1,sudah menjadi iconnya pantai bali,sudah jadi iconnya pantai bal
625,"Setiap ke bali, saya selalu kesini.",positif,serbaneka,serbaneka,4,1,setiap bali saya selalu kesini,tiap bal saya selalu kesini
626,Pertama kali kesini waktu masih kecil.,netral,serbaneka,serbaneka,4,0,pertama kali kesini waktu masih kecil,pertama kali kesini waktu masih kecil
627,"Pasir nya lembut, masuk nya gratis, duduk santai santai sambil liat sunset itu hal sederhana yang menyenangkan.",positif,suasana,suasana,3,1,pasir lembut masuk gratis duduk santai santai sambil lihat matahari tenggelam sederhana yang menyenangkan,pasir lembut masuk gratis duduk santai santai sambil lihat matahari tenggelam sederhana yang senang
628,Aktifitas di sini adalah main surfing.,netral,fasilitas,fasilitas,1,0,aktifitas sini adalah main berselancar,aktifitas sini adalah main selancar
629,Banyak orang berjualan di sini.,netral,fasilitas,fasilitas,1,0,banyak orang berjualan sini,banyak orang jual sini
630,"Pagi hari saya ke pantai Kuta, bagus untuk spot tertentu.",positif,suasana,suasana,3,1,pagi hari saya pantai kuta bagus untuk titik tertentu,pagi hari saya pantai kuta bagus untuk titik tentu
631,Tetapi saya juga menemukan banyak sampah berserakan di sana (jam 6 WITA).,negatif,lokasi,lokasi,2,2,tetapi saya juga menemukan banyak sampah berserakan sana wita,tetapi saya juga temu banyak sampah sera sana wita
632,Pantainya tak seindah Pantai Pandawa.,negatif,lokasi,lokasi,2,2,pantainya tidak_seindah pantai pandawa,pantai tidak indah pantai pandawa
633,Mungkin bila ke sana kita dapat membantu menjaga kebersihan pantai Kuta ini.,positif,serbaneka,serbaneka,4,1,mungkin bila sana kita dapat membantu menjaga kebersihan pantai kuta,mungkin bila sana kita dapat bantu jaga bersih pantai kuta
634,Pantai Kuta dekat dengan Hardrock cafe.,netral,fasilitas,fasilitas,1,0,pantai kuta dekat dengan hardrock cafe,pantai kuta dekat dengan hardrock cafe
635,"Merupakan pantai berpasir putih yang cantik di bali, sunsetnya sangat cantik di pantai ini.",positif,suasana,suasana,3,1,merupakan pantai berpasir putih yang cantik bali matahari tenggelam sangat cantik pantai,rupa pantai pasir putih yang cantik bal matahari tenggelam sangat cantik pantai
636,"Kita bisa berselancar, main bola pantai atau main pasir pantai.",netral,fasilitas,fasilitas,1,0,kita bisa berselancar main bola pantai atau main pasir pantai,kita bisa selancar main bola pantai atau main pasir pantai
637,Merupakan salah satu pantai yang ramai pengunjung di bali,netral,suasana,suasana,3,0,merupakan salah satu pantai yang ramai pengunjung bali,rupa salah satu pantai yang ramai unjung bal
638,Pengalaman kesana bermain bersama 4 orang anak kecil lokal dan menangkap ubur2 yang terbawa ombak ke pinggiran dan mengumpulkannya.,netral,serbaneka,serbaneka,4,0,pengalaman kesana bermain bersama orang anak kecil lokal menangkap ubur ubur yang terbawa ombak pinggiran mengumpulkannya,alam kesana main sama orang anak kecil lokal tangkap ubur ubur yang bawa ombak pinggir kumpul
639,Air laut tidak terlalu bersih.,negatif,lokasi,lokasi,2,2,laut tidak_terlalu bersih,laut tidak terlalu bersih
640,Pantai ini boleh dibilang pantai paling terkenal di pulau dewata dan termasuk pantai paling awal tersohor sehingga menjadi tempat teramai di Bali.,netral,serbaneka,serbaneka,4,0,pantai boleh dibilang pantai paling terkenal pulau dewata termasuk pantai paling awal tersohor sehingga menjadi tempat teramai bali,pantai boleh bilang pantai paling kenal pulau dewata masuk pantai paling awal sohor sehingga jadi tempat ramai bal
641,Meski sejujurnya pemandangan yang ditawarkan sih biasa-biasa saja.,netral,serbaneka,serbaneka,4,0,meski sejujurnya pemandangan yang ditawarkan biasa biasa saja,meski jujur pandang yang tawar biasa biasa saja
642,Keunggulannya dibanding pantai lain di Bali karena letaknya menghadap ke barat sehingga paling cocok untuk menikmati matahari terbenam.,positif,suasana,suasana,3,1,keunggulannya dibanding pantai lain bali karena letaknya menghadap barat sehingga paling cocok untuk menikmati matahari terbenam,unggul banding pantai lain bal karena letak hadap barat sehingga paling cocok untuk nikmat matahari benam
643,Saya sendiri kurang begitu suka pantai ini.,negatif,serbaneka,serbaneka,4,2,saya sendiri kurang_begitu suka pantai,saya sendiri kurang begitu suka pantai
644,Terlalu penuh sesak apalagi jika musim wisatawan domestik berkunjung.,negatif,suasana,suasana,3,2,terlalu penuh sesak apalagi jika musim wisatawan domestik berkunjung,terlalu penuh sesak apalagi jika musim wisatawan domestik kunjung
645,Benar-benar kaya sarden.,netral,serbaneka,serbaneka,4,0,benar benar kaya sarden,benar benar kaya sarden
646,saya stay di citadines kuta beach dan depannya langsung pantai kuta.,netral,lokasi,lokasi,2,0,saya tinggal citadines kuta beach depannya langsung pantai kuta,saya tinggal citadines kuta beach depan langsung pantai kuta
647,sore hari mamir kesini untuk menikmati sunset.,positif,suasana,suasana,3,1,sore hari mampir kesini untuk menikmati matahari tenggelam,sore hari mampir kesini untuk nikmat matahari tenggelam
648,sayangnya tempat ini sudah terlalu ramai pengunjung.,negatif,suasana,suasana,3,2,sayangnya tempat sudah terlalu ramai pengunjung,sayang tempat sudah terlalu ramai unjung
649,"di pintu masuk paling ujung ada pigura khas bali, bisa foto-foto disana.",netral,fasilitas,fasilitas,1,0,pintu masuk paling ujung pigura khas bali bisa foto foto disana,pintu masuk paling ujung pigura khas bal bisa foto foto sana
650,Pantai kuta yang sekarang agak sedikit kotor.,negatif,lokasi,lokasi,2,2,pantai kuta yang sekarang agak sedikit kotor,pantai kuta yang sekarang agak sedikit kotor
651,Dan ada lumyan bnyk sampah si.,negatif,lokasi,lokasi,2,2,lumayan banyak sampah,lumayan banyak sampah
652,"Kalau buat foto"" lumyan lah.",positif,serbaneka,serbaneka,4,1,kalau buat foto lumayan,kalau buat foto lumayan
653,"Musim ujan gak cocok buat liburan ke pantai, tp apa daya tiket promo adanya cm di waktu itu air laut warnanya gak seindah biasanya, belum lg mau santai berjemur malah di guyur ujan airnya juga gak sebersih biasanya krn bnyk sampah2.",negatif,lokasi,lokasi,2,2,musim hujan tidak_cocok buat liburan pantai tapi daya tiket promo adanya waktu laut warnanya tidak_seindah biasanya belum lagi santai berjemur bahkan guyur hujan airnya juga tidak_sebersih biasanya karena banyak sampah,musim hujan tidak cocok buat libur pantai tapi daya tiket promo ada waktu laut warna tidak indah biasa belum lagi santai jemur bahkan guyur hujan air juga tidak bersih biasa karena banyak sampah
654,Makanya kalo liburan jgn di musim ujan,netral,serbaneka,serbaneka,4,0,karenanya kalau liburan jangan musim hujan,karena kalau libur jangan musim hujan
655,Pantai yang sangat terkenal hingga pelosok dunia ini di dominasi oleh wisatawan luar negeri.,netral,serbaneka,serbaneka,4,0,pantai yang sangat terkenal hingga pelosok dunia dominasi oleh wisatawan luar negeri,pantai yang sangat kenal hingga pelosok dunia dominasi oleh wisatawan luar negeri
656,"Mereka banyak menghabiskan waktu bermain, berenang dan berjemur di pantai.",netral,serbaneka,serbaneka,4,0,mereka banyak menghabiskan waktu bermain berenang berjemur pantai,mereka banyak habis waktu main renang jemur pantai
657,Ketika malam tiba banyak toko yang dapat dikunjungi di depan pantai Kuta.,netral,lokasi,lokasi,2,0,ketika malam tiba banyak toko yang dapat dikunjungi depan pantai kuta,ketika malam tiba banyak toko yang dapat kunjung depan pantai kuta
658,Bersantai di sore hari di pinggiran pantai yang sangat rame pengunjungnya,netral,suasana,suasana,3,0,bersantai sore hari pinggiran pantai yang sangat ramai pengunjungnya,santa sore hari pinggir pantai yang sangat ramai unjung
659,Dengan pasir putih nya yang begitu alus dan bersih sehingga pantai ini di sukai oleh tamu mancanegara maupun lokar,positif,lokasi,lokasi,2,1,dengan pasir putih yang begitu alus bersih sehingga pantai sukai oleh tamu mancanegara maupun lokar,dengan pasir putih yang begitu alus bersih sehingga pantai suka oleh tamu mancanegara maupun lokar
660,tempat yang emng engg pernah ngebosenin saya suka dan enga pernah bosen,positif,lokasi,lokasi,2,1,tempat yang memang tidak_pernah bosan saya suka tidak_pernah bosan,tempat yang memang tidak pernah bosan saya suka tidak pernah bosan
661,kadang macetnya bikin kesel,negatif,serbaneka,serbaneka,4,2,kadang macetnya membuat kesal,kadang macet buat kesal
662,"Pantai yg indah, tiba di pantai suasana nya agak mendung dan tdk ramai.",positif,suasana,suasana,3,1,pantai yang indah tiba pantai suasana agak mendung tidak_ramai,pantai yang indah tiba pantai suasana agak mendung tidak ramai
663,Banyak yg berselancar,netral,serbaneka,serbaneka,4,0,banyak yang berselancar,banyak yang selancar
664,pantai Kuta dekat dengan bandara Ngurah Rai.,netral,lokasi,lokasi,2,0,pantai kuta dekat dengan bandara ngurah,pantai kuta dekat dengan bandara ngurah
665,"Terdapat Beachwalk, deretan hotel dan restoran yg berhadapan dengan pantai ini.",netral,lokasi,lokasi,2,0,terdapat beachwalk deretan hotel restoran yang berhadapan dengan pantai,dapat beachwalk deret hotel restoran yang hadap dengan pantai
666,Pantainya bagus dan teratur kursi kursi untuk tamunya.,positif,lokasi,lokasi,2,1,pantainya bagus teratur kursi kursi untuk tamunya,pantai bagus atur kursi kursi untuk tamu
667,Kebersihan harus ditingkatkan.,netral,serbaneka,serbaneka,4,0,kebersihan harus ditingkatkan,bersih harus tingkat
668,Anak anak juga senang.,positif,serbaneka,serbaneka,4,1,anak anak juga senang,anak anak juga senang
669,"Suasananya enak untuk bermain bersama keluarga dengan anak kecil, pemandangannya bagus, ",positif,suasana,suasana,3,1,suasananya enak untuk bermain bersama keluarga dengan anak kecil pemandangannya bagus,suasana enak untuk main sama keluarga dengan anak kecil pandang bagus
670,"pantainya bersih, akses ke lokasi sangat mudah dan dekat dengan perbelanjaan",positif,lokasi,lokasi,2,1,pantainya bersih akses lokasi sangat mudah dekat dengan perbelanjaan,pantai bersih akses lokasi sangat mudah dekat dengan belanja
671,kalo ke bali gak kesini sayang banget deh.,positif,serbaneka,serbaneka,4,1,kalau bali tidak_kesini sayang banget,kalau bal tidak kesini sayang banget
672,Akhir tahun 2016 saya coba merasakan pengantian tahun di Pantai Kuta.,netral,serbaneka,serbaneka,4,0,akhir tahun saya coba merasakan pengantian tahun pantai kuta,akhir tahun saya coba rasa anti tahun pantai kuta
673,Dan sangat sangat mengesankan.,positif,serbaneka,serbaneka,4,1,sangat sangat mengesankan,sangat sangat kesan
674,Ramaaai sekali dan meriah sekali waktu itu.,positif,suasana,suasana,3,1,ramai sekali meriah sekali waktu,ramai sekali riah sekali waktu
